name,address,phone,type,email,lat,lon,method,score,confidence,match_method,money
"Детский сад ""ЛИМПОПО""","ул. Аширбек Сыгай, 71","87078397376, 87272450671",детский сад,aldamiram@mail.ru,43.222666,76.791817,yandex,0.7428571428571429,low,,yes
"Детский сад ""Дәстүр"" (филиал №3)","ул. Сейтметова, 16","87014509494, 87272264521",детский сад,z_akbota_88@mail.ru,43.2493769,76.897412,fuzzy,0.6666666666666666,low,,yes
"Детский сад ""БАТЫР-ШИФА""","ул. Кали Надырова, 4","87755167492, 87273050026",детский сад,abatyrhan12@mail.ru,43.183901,76.839913,yandex,0.7368421052631579,low,,yes
"Детский сад ""Бағдаршам""","ул. Сагдиева, 87В","87002002258, 87002002258",детский сад,aigera_juman@mail.ru,43.1873833,76.8298426,nominatim,,medium,,yes
"Детский сад ""Smart Children""","ул. Таргап, 118","87475295401, 87475295401",детский сад,syrlybaeva95@inbox.ru,43.218994,76.794674,yandex_dedup,,medium,,yes
Детский сад «АВС childcare»,"ул. Коркем, 3","87017440659, 87017264715",детский сад,aisha.ablaeva@mail.ru,43.195774,76.8388545,nominatim,,medium,,yes
"Мини-центр ""Нурлы шын""","ул. Таргап, 13","87075844848, 87075844848",дошкольный мини-центр,meruert.ossenova@mail.ru,43.2233595,76.7922038,nominatim,,medium,,yes
"Детский сад ""Балапан""","ул. Жалкамыс, 1","87017583003, 87273720311",детский сад,rushka_d@mail.ru,43.18344,76.79833,yandex,0.7428571428571429,low,,yes
"Детский сад ""Нұрбөпе""","ул. Герольда Бельгера, 57/1","87475989737, 87272970058",детский сад,miran.61@mail.ru,43.195509,76.83923,yandex,0.7428571428571429,low,,yes
"Детский сад ""Ерсинтай""","ул. Аспандиярова, 83","87777760677, 87777760677",детский сад,Aerniyazova85@mail.ru,43.219565,76.816934,yandex,0.7777777777777778,low,,yes
"Детский сад ""ЖАСДИМЕЙР""","ул. Кыдырова, 13","87471586809, 87273867142",детский сад,erlan_mgm@mail.ru,43.208074,76.822845,yandex,0.7567567567567568,low,,yes
"Детский сад ""Кенгуренок-А""","ул. Сейтметова, 87","87086090072, 87083035009",детский сад,kengurenok@mail.ru,43.218737,76.813512,yandex,0.7906976744186046,low,,yes
"Детский сад ""Нұрбала"" (филиал)","ул. Гроза, 141","87071410741, 87071410741",детский сад,nurbala@mail.ru,43.1890264,76.8344448,nominatim,,medium,,yes
"Мини-центр ""Баракат 2017""","ул. Таргап, 122","87772506787, 87272441155",дошкольный мини-центр,myshka1987@mail.ru,43.2186692,76.7948127,nominatim,,medium,,yes
"Детский сад ""Данышпан Алматы""","ул. Нурпеисова, 27а","87071156514, 87071156514",детский сад,aynurapesh333@gmail.com,43.2249377,76.811268,nominatim,,medium,,yes
"Детский сад ""Peekaboo""","ул. Таргап, 49","87074650727, 87074650727",детский сад,liazzat.orazbaieva.1972@mail.ru,43.2239426,76.7920979,nominatim,,medium,,yes
"Детский сад ""Integral""","ул. Арман, 168","87077121561, 87273938684",детский сад,nurmatova.bakhytzhan@gmail.com,43.2074383,76.8110812,nominatim,,medium,,yes
"Мини-центр ""Balazhan.kz""","ул. Айбергенова, 38А","87029685555, 87029685555",дошкольный мини-центр,a.sauletai@mail.ru,43.2241624,76.7964245,nominatim,,medium,,yes
"Мини-центр ""Кошаканым""","ул. Сығай, 88","87781728258, 87781728258",дошкольный мини-центр,tolkyn111014@gmail.com,43.2212965,76.7917437,nominatim,,medium,,yes
"Детский сад ""Бал-Дарын""","ул. Дала, 129","87774709589, 87774709589",детский сад,Aidar7770777@mail.ru,43.2259036,76.7857539,nominatim,,medium,,yes
"Мини-центр ""Ақ Қайың 2017""","ул. Кабылбаева, 91","87089739239, 87089739239",дошкольный мини-центр,tilegenova2018@mail.ru,43.2187271,76.8120518,nominatim,,medium,,yes
"Детский сад ""Бала шак""","ул. Акбата, 68","87016120404, 87272970060",детский сад,balashak.detskiysad@mail.ru,43.18678,76.82351,yandex,0.7222222222222222,low,,yes
"Мини-центр ""Али-Ару""","ул. Усенова, 10","87751909452, 87751909452",дошкольный мини-центр,aigera_juman@mail.ru,43.2033332,76.8226534,nominatim,,medium,,yes
"Мини-центр ""NG-CENTER""","ул. Мусабаева, 24","87017088182, 87017088182",дошкольный мини-центр,ngcenter@mail.ru,43.1943514,76.8695405,nominatim,,medium,,yes
"Детский сад ""Сарқыт-А""","ул. Болатхан Тайжан, 29","87782222771, 87782222771",детский сад,Makpal.saparovna@bk.ru,43.20143,76.827903,yandex,0.7777777777777778,low,,yes
"Детский сад ""Ақ-Аянұр""","ул. Ибрая Жакаева, 85","87477061185, 87053356915",детский сад,zainibakieva@mail.ru,43.224078,76.795941,yandex,0.7428571428571429,low,,yes
"Детский сад ""Баттыл""","ул. Қарлығаш, 7","87773589687, 87773589687",детский сад,g.spanova@inbox.ru,43.180962,76.815191,yandex,0.7647058823529411,low,,yes
Детский сад «АЙГОЛЕК-1»,"ул. Сейтметов, 102","87013600821, 87021746171",детский сад,toty.zhadauova@mail.ru,43.21718,76.814105,yandex,0.7368421052631579,low,,yes
"Детский сад ""Ади""","ул. Даулеткерей, 25","87076270778, 87076270778",детский сад,anastasi.kiseleva.80@bk.ru,43.195147,76.806666,yandex,0.9032258064516128,high,,yes
"Мини-центр ""БАЛАУСА-2018""","ул. 7-я линия, 105","87051166207, 87007247471",дошкольный мини-центр,balausa-2018@inbox.ru,43.1973749,76.8434069,nominatim,,medium,,yes
"Детский сад ""Bаmbino""","ул. Жуалы, 36","87777760677, 87273604206",детский сад,ersintai@mail.ru,43.232087,76.78874,dedup_failed,0.7777777777777778,low,,yes
"Детский сад "" Радуга""","ул. Таргап, 11","87077760206, 87273602006",детский сад,83sairan@gmail.com,43.227948,76.789868,yandex,0.7647058823529411,low,,yes
"Детский сад ""Жануя""","ул. Бекешева, 4","87011894543, 87272392482",детский сад,bzhanuya@mail.ru,43.197184,76.789913,yandex,0.7878787878787878,low,,yes
"Детский сад ""Нұрлы таң-1"" (филиал)","ул. Айтей Батыра, 68","87474070320, 87474070320",дошкольный мини-центр,rumil9_bekbasarova@mail.ru,43.2230999,76.8160887,nominatim,,medium,,yes
"Детский сад ""Jungle kids""","ул. Абилова, 2","87782682023, 87782682023",дошкольный мини-центр,too.rakhel@mail.ru,43.208651,76.8201811,nominatim,,medium,,yes
"Мини-центр ""АБВГДейка+""","ул. Сарбайская, 69","87015567771, 87272346090",дошкольный мини-центр,advt2012@inbox.ru,43.2834647,76.9797663,nominatim,,medium,,yes
Центр дошкольного воспитания «Sky Rainbow»,"ул. Карибжанова, 82","87072328415, 87272604715",детский сад,oliga2000@mail.ru,43.2173903,76.9447525,nominatim,,medium,,yes
"Мини центр ""Солнышко kz""","ул. Татибекова, 59/33","87758976758, 87273742575",дошкольный мини-центр,radik_avakriyev@mail.ru,43.2769004,76.9640966,nominatim,,medium,,yes
"Детский сад ""The Apple Tree International School""","ул. Курмангалиев, 42","87017223394, 87272939199",детский сад,info.komhot.preschool@gmail.com,43.247407,76.961824,,,low,,yes
"Мини-центр ""Бейбарыс""","ул. Луганского, 89","87078028876, 87272976362",дошкольный мини-центр,zhexembekova1962@mail.ru,43.2355067,76.9622759,nominatim,,medium,,yes
"Детский сад ""Адеми""","ул. Луганского, 151","87772733710, 87272635747",детский сад,galinadoljenko@mail.ru,43.224657,76.967195,yandex,0.8484848484848485,high,,yes
"Детский сад ""babycare1""","ул. Кастеева, 74","87015144134, 87272911161",детский сад,babycare2014@mail.ru,43.2475825,76.9674124,nominatim,,medium,,yes
"Мини-центр ""Mikosha""","ул. Чимбулакская, 9","87713371057, 87273966578",дошкольный мини-центр,sad.mikosha@gmail.com,43.2385798,76.9692067,nominatim,,medium,,yes
Центр дошкольного образования «Айголек»,"ул. Ақмешіт, 10/57","87015999888, 87272626453",дошкольный мини-центр,zhanna-nurlan@mail.ru,43.281549,77.004579,,,low,,yes
"Мини-центр ""АДИЭ""","ул. Шахтинская, 12","87756543388, 87019880738",дошкольный мини-центр,Despina_xxx@mail.ru,43.2844146,76.9898593,nominatim,,medium,,yes
"Детский сад ""SymLynn""","ул. Затаевича, 77","87478183253, 87057709179",детский сад,info@oaa.kz,43.216865,76.941171,yandex,0.7333333333333333,low,,yes
"Детский сад ""Koktobe""","ул. Найманбаева, 95","87012328261, 87272279898",детский сад,INFO2@KOKTOBEBALA.KZ,43.219329,76.975038,yandex,0.7333333333333333,low,,yes
"Детский сад ""Балбөбек""","Территория СТ Жетысу, 39","87755962154, 87272471760",детский сад,balbobek.too@gmail.com,43.290064,76.988944,yandex,0.7222222222222222,low,,yes
"Детский сад при ""Гимназия имени Марзии Турлыхановой""","ул. Шукшина, 87","87051009087, 87272609017",детский сад,balabaksha@bk.ru,43.2181898,76.9391371,nominatim,,medium,,yes
"Детский сад ""Батыр Ел""","ул. Верненская, 73","87076680260, 87273846832",детский сад,tastanova_00@mail.ru,43.27321,76.994549,yandex,0.7222222222222222,low,,yes
"Детский сад ""Ботақан""","ул. Есенберлина, 155","87055529393, 87272802065",детский сад,botakan.bala@mail.ru,43.266035,76.97343,yandex,0.7428571428571429,low,,yes
"Мини-центр ""Радость Плюс""","ул. Елебекова, 12/1","87017150243, 87272620888",дошкольный мини-центр,lyazzat_1978@mail.ru,43.2277082,76.9629682,nominatim,,medium,,yes
"Детский сад ""Kaz Бизнес Консалтинг""","ул. Ульяновская, 32","87012189232, 87272238089",детский сад,kunsuak1@mail.ru,43.268031,76.985096,,,low,,yes
"Детский сад ""My kid""","ул. Аманжола, 54","87021114630, 87021114630",детский сад,medeo.109@mail.ru,43.248222,76.964743,yandex,0.7586206896551724,low,,yes
"Детский сад ""Lucky kids""","ул. Байтасова, 45А","87071056113, 87071056113",детский сад,lucky-kids@inbox.ru,43.2420867,76.9622914,nominatim,,medium,,yes
"Ясли-сад ""Мирас""","ул. Зенкова, 52","87011497131, 87272221751",ясли-сад,info@miras-kids.kz,43.3083132,76.9635549,fuzzy,0.7857142857142857,low,,yes
"Детский сад ""Alishka""","ул. Янушкевича, 49","87071880106, 87071880106",детский сад,detsad.alisha@bk.ru,43.267926,76.963485,yandex,0.7333333333333333,low,,yes
"Центр детского развития ""Раяна""","ул. Чаплина, 25","87012098004, 87272425388",ясли-сад,toocdrrayana@mail.ru,43.2794648,76.9784268,nominatim,,medium,,yes
"Детский сад при ""Частная школа ""Сенiм""","ул. Шашкин, 32а","87013729028, 87273286629",детский сад,senimschool@mail.ru,43.2217983,76.9341728,,,low,clean_retry,yes
"Детский сад ""Панда""","ул. Орманова, 32 А","87073203464, 87073203464",детский сад,panda-panda-17@mail.ru,43.258754,76.971462,yandex,0.7878787878787878,low,,yes
"Детский сад ""Айбар Жұлдыз""","ул. Алтын емел, 2","87071112220, 87272393774",детский сад,Aybar.zhuldyz@mail.ru,43.2803747,76.9964984,nominatim,,medium,,yes
"Детский сад ""Rani""","ул. Жиренше, 75а","87019999495, 87272339497",детский сад,k.sulushash@mail.ru,43.279327,76.996193,yandex,0.8148148148148148,high,,yes
"Детский сад ""ErnarRai""","ул. Шакшак Жанибека, 45/1","87058757529, 87273992587",детский сад,raigul.79ahm.9@bk.ru,43.273433,76.974508,yandex,,low,,yes
"Детский сад ""Нұр-Айбек""","Улица Каркаралы, 27а","87028169977, 87272399307",детский сад,baxosh_2009@mail.ru,43.284098,77.004772,yandex,0.7567567567567568,low,,yes
"Детский сад ""NZ - Partnership""","ул. Шухова, 2","87777042005, 87777042005",детский сад,berdibaev@mail.ru,43.2791403,76.9816327,nominatim,,medium,,yes
"Детский сад ""Baby Town""","ул. Орманова, 119","87071112220, 87273852856",детский сад,info@babytown.kz,43.2625212,76.9785813,nominatim,,medium,,yes
"Детский сад ""I-NAZ KIDS""","ул.Шакшак Жанибека, 45/2","87018448740, 87273992587",детский сад,nurbekova_gaziza@mail.ru,43.273387,76.974304,,,low,,yes
"Детский сад ""International Kindergarten Disneyland's""","ул. Жургенева, 58","87012227902, 87273862422",детский сад,disneyland.kindergarten@gmail.com,43.267592,76.965229,,,low,,yes
"Детский сад ""Талант""","ул. Митина, 23А","87776693895, 87776693895",детский сад,tastanbekovazhanat@rambler.ru,43.218882,76.968076,yandex,0.7647058823529411,low,,yes
"Детский сад ""Villa Bambini""","ул. Таттимбета, 3","87014759955, 87014759955",детский сад,Leeangel@mail.ru,43.223671,76.967734,yandex_dedup,,medium,,yes
"Ясли-сад ""Еркем-Ай""","ул. Жамакаева, 93","87714037973, 87076078004",ясли-сад,aigera_juman@mail.ru,43.219322,76.945294,yandex,0.8387096774193549,high,,yes
Детский сад «Baby Town» (филиал),"ул. Оспанова, 114","87012887532, 87272239148",детский сад,s.z.k@bk.ru,43.1990971,76.9742154,nominatim,,medium,,yes
Мини-центр при «Школа Колледж «Көкіл»,"ул. Калдаякова, 25","87012102120, 87273824237",дошкольный мини-центр,kokil.kz@mail.ru,43.2599881,76.9581402,nominatim,,medium,,yes
"Детский сад ""Еркетай""","ул. Каркаралы, 23а","87758581837, 87028414506",детский сад,karlygash.ametova@mail.ru,43.284026,77.004305,yandex,0.8421052631578947,high,,yes
"Детский сад ""Солнечный лучик""","ул. Водная, 31","87011689996, 87272255849",детский сад,art-lotos@bk.ru,43.2520981,76.9693825,nominatim,,medium,,yes
Детский сад «Карусель и Ко»,"ул. Карибжанова, 22","87017262528, 87273867081",детский сад,anfi2112@mail.ru,43.2179906,76.9434939,nominatim,,medium,,yes
Детский сад «Эльсана»,"ул. Зверева, 28","87071376171, 87272916442",детский сад,elsana.dsad@mail.ru,43.292702,76.895258,yandex,0.8,low,,yes
"Детский сад ""StArt""","ул. Кармысова, 90","87013787776, 87272919260",детский сад,start2017start@mail.ru,43.243041,76.960539,yandex,0.7857142857142857,low,,yes
"Дошкольный учебно-воспитательный центр ""Гармония""","ул. Найманбаева, 22/2","87770153142, 87717661982",детский сад,prestige_67@mail.ru,43.2167195,76.9739887,nominatim,,medium,,yes
"Ясли-сад ""Академия-О""","ул. Уалиханова, 5","87770168778, 87272733438",ясли-сад,ksarymbaeva@bk.ru,43.1781656,76.8302384,,,low,clean_retry,yes
"Филиал №1 Детский Сад ""Baby Hyp""","ул. Иштван Коныра, 86/43","87013810770, 87273834477",детский сад,baby_nur_2013@mail.ru,43.2664673,77.0066401,nominatim,,medium,,yes
"Детский сад ""KULPASH""","ул. Жуковского, 7","87781156749, 87781156749",детский сад,sad.kulpasha_03@mail.ru,43.252333,76.966854,yandex,0.7333333333333333,low,,yes
"Детский сад ""АлдиАмир","ул. Сырмак, 44А","87017150243, 87004004664",детский сад,lyazzat.duanbekova@mail.ru,43.227205,76.96486,yandex,0.7777777777777778,low,,yes
"Детский сад ""Аликош""","ул. Домбыра, 28","87474291411, 87474291411",детский сад,Aruzhan.dulatkyzy@bk.ru,43.245832,76.969504,yandex,0.8235294117647058,high,,yes
"Детский сад ""Smart Imperium""","ул. Луганского, 107Б","87025166178, 87025166178",детский сад,imk.dostyk@gmail.com,43.2308284,76.9637256,nominatim,,medium,,yes
"Детский сад ""Little Baby""","ул. Орманова, 32А","87718220707, 87272938957",детский сад,little.baby.2020@mail.ru,43.2605669,76.9794193,nominatim,,medium,,yes
"Мини-центр ""Падишах""","ул. Шоқай, 118А","87019999495, 87019999495",дошкольный мини-центр,k.sulushash@mail.ru,43.266225,76.987078,,,low,,yes
"Мини-центр ""Лия Сахан""","пр. Достык, 97Б","87016363638, 87273384338",дошкольный мини-центр,kinderland.sadik01@gmail.com,43.2303765,76.9581834,,,low,clean_retry,yes
"Детский сад «Aqbesik»""","ул. Клубная, 24","87016542372, 87272345334",детский сад,aiko_16_08@mail.ru,43.28419,76.977948,yandex,0.7333333333333333,low,,yes
"Дошкольный мини-центр ""Алтын Ұя""","ул. Бекхожина, 15","87754103400, 87270000000",дошкольный мини-центр,altyn-uya2019@mail.ru,43.245849,76.9654944,nominatim,,medium,,yes
"Детский сад ""Чудесная страна""","ул. Радлова, 22","87077888052, 87077888052",детский сад,svetmoi08@mail.ru,43.243744,76.973852,yandex_dedup,,medium,,yes
"Детский сад ""Бэби Сад""","ул. Каирбекова, 37","87071052222, 87272207547",детский сад,centralparkbk@gmail.com,43.259851,76.96071,yandex,0.7777777777777778,low,,yes
"Детский сад ""Березка""","ул. Рубинштейна, 3а","87772659863, 87272621345",детский сад,berezka_hozu@mail.ru,43.223993,76.963818,yandex,1.0,high,,yes
"Мини-центр ""Cambridge Kids""","пр. Достык, 341","87475001761, 87272677592",дошкольный мини-центр,info@cambridge-kids.kz,43.2081978,76.9692049,,,low,clean_retry,yes
"Детский сад ""Baby Hyp""","ул. Чекалина, 41","87013810770, 87273834546",детский сад,baby_nur_2013@mail.ru,43.273138,76.9917243,nominatim,,medium,,yes
"Детский сад ""Alina""","ул. Каирбекова, 68","87074404061, 87074404061",детский сад,embassyc@mail.ru,43.256548,76.962228,yandex,0.7857142857142857,low,,yes
"Детский сад ""Умняшка""","ул. Ибрагимова, 105","87078831963, 87078831963",детский сад,umnyashka105@gmail.com,43.248275,76.882987,yandex,0.7428571428571429,low,,yes
"Детский сад ""Madi kids""","ул. Нурмагамбетова, 182","87077781531, 87077781531",детский сад,medi.detki@mail.ru,43.2496497,76.9846764,nominatim,,medium,,yes
"Детский сад ""ALTAIR kids""","ул. Хан-Тенгри, 37","87753402442, 87753402442",детский сад,аltair_kids@mail.ru,43.2832853,76.9991357,nominatim,,medium,,yes
"Детский сад ""Colibri Kids Center""","Кульджинский тракт, 117","87012333848, 87018448740",детский сад,Nurbekova_gaziza@mail.ru,43.3081688,77.0154714,nominatim,,medium,,yes
"Детский сад ""Gumi-Gumi""","ул. Кастеева, 90","87001900019, 87001900019",детский сад,ensepova91@mail.ru,43.2458983,76.9666367,nominatim,,medium,,yes
"Детский сад ""Алина""","ул. Сахариева, 11","87017150243, 87017150243",детский сад,lyazzat1978@mail.ru,43.242279,76.970411,yandex,0.8484848484848485,high,,yes
"Детский сад ""Дана Бала""","ул. Текемет, 40а","87075227801, 87075227801",детский сад,danabala.medeu@mail.ru,43.292183,76.981209,yandex,0.7567567567567568,low,,yes
"Детский сад ""BabyBoom 3""","ул. Поповича, 45","87785296909, 87785296909",детский сад,bekturganov.1991@inbox.ru,43.280915,76.986851,yandex,0.75,low,,yes
"Детский сад ""Home Academy""","ул. Кыз Жибек, 119","87078917184, 87078917184",детский сад,olga.t.09@mail.ru,43.2150788,76.9742763,nominatim,,medium,,yes
"Детский сад ""GRAMMY""","ул. Жамакаева, 46","87028037243, 87027947810",детский сад,bejbitgulzanbyrbaeva@gmail.com,43.221175,76.941378,yandex,0.7586206896551724,low,,yes
"Детский сад ""Ayleen Kids""","ул. Есил, 5","87083763342, 87083763342",детский сад,Ayleen.kids@mail.ru,43.286735,76.997191,nominatim,,medium,,yes
"Детский сад ""TILVALDY""","ул. Нурмагамбетова, 202","87001006513, 87001006513",детский сад,nargiza6513@mail.ru,43.311498,76.972001,yandex,,medium,,yes
"Детский сад ""Almaty Poznai-ka""","ул. Иванилова, 42В","87772698537, 87772698537",детский сад,poznai-ka@mail.ru,43.2129849,76.9553194,nominatim,,medium,,yes
"Детский сад ""Madi kids Premium""","ул. Нурлыбаева, 31","87773571773, 87077777863",детский сад,madikids.premium@mail.ru,43.2120374,76.9512151,nominatim,,medium,,yes
"Детский сад ""KASYM_KIDS""","ул. Келес, 4/1","87770942202, 87770942202",детский сад,kasym_kids@mail.ru,43.281442,77.006433,,,low,,yes
"Детский сад ""Kausar&her Golden friends""","ул. Құрманғалиева, 12","87780079991, 87780079991",детский сад,AkhmetovaFV@gmail.com,43.249906,76.96128,,,low,,yes
"Детский сад ""Kids Vector""","ул. Средняя, 34A","87011408241, 87273360633",детский сад,kids.vector1@gmail.com,43.2685688,76.9775024,nominatim,,medium,,yes
"Детский сад ""Ai-bota""","ул. Аныракай, 6","87016542372, 87016542372",детский сад,ai-bota00@mail.ru,43.278933,76.997855,yandex,0.7333333333333333,low,,yes
Детский сад «Ziyatkerim»,"ул. Байтасова, 14","87070501090, 87070501090",детский сад,ziyatkerymschool@gmail.com,43.2421968,76.9633476,nominatim,,medium,,yes
"Детский сад ""ORKEN_BALABAQSHA""","мкр. Кокжиек, 60а","87055550774, 87055550774",детский сад,orken.balabasha@mail.ru,43.3470789,77.0183139,,,low,clean_retry,yes
Детский сад «Bambi»,"мкр. Айнабулак-4, 167а","87776976757, 87776976778",детский сад,bambi_2023@mail.ru,43.323357,76.915363,yandex,0.7857142857142857,low,,yes
"Детский сад ""Львёнок""","ул. Жансугуров, 250","87476767042, 87753196247",детский сад,fatya_hishanlo@mail.ru,43.304361,76.929583,yandex,0.7368421052631579,low,,yes
"Детский сад ""Fortuna8"" (филиал)","ул. Нусупбекова, 94/22","87078181556, 87078181556",детский сад,emisovna@mail.ru,43.2666398,76.9552943,nominatim,,medium,,yes
"Детский сад ""Kausar 222""","ул. Павлодарская, 135д","87071390072, 87079518306",детский сад,gulzat.68@mail.ru,43.336453,76.9227836,nominatim,,medium,,yes
"Детский сад ""Parasat-S""","мкр. Айнабулак-3, 172Е","87710003005, 87710003005",детский сад,alpamys888@bk.ru,43.323088,76.916036,yandex_dedup,,low,clean_retry,yes
"Детский сад ""Kausar sad""","ул. Мещерского, 110","87018166612, 87018166612",детский сад,Kausarsad@mail.ru,43.3302168,76.9224119,nominatim,,medium,,yes
"Детский сад ""Kids smile""","ул. Новгородская, 5","87750522202, 87273333239",детский сад,alsani@mail.ru,43.2710516,76.9273231,nominatim,,medium,,yes
"Детский сад ""Fortuna8""","ул. Брюсова, 16","87078181556, 87078181556",детский сад,djumagul.alieva@mail.ru,43.2270355,76.8707362,fuzzy,0.7567567567567568,low,,yes
"Детский сад ""Изумрудный город""","ул. Брюсова, 16","87054637364, 87470530296",детский сад,ksu6a_08@mail.ru,43.2636612,76.8906225,nominatim,,medium,,yes
"Детский сад ""Балапан 2013""","ул. Есим хана, 42Б","87059540974, 87279739640",детский сад,balapan.balapan13@mail.ru,43.3677191,76.9378795,nominatim,,medium,,yes
"Детский сад ""АДИНА-Д""","ул. Табигат, 1","87781301717, 87781301717",детский сад,Janeka-2014@mail.ru,43.291356,76.899912,yandex,0.8,low,,yes
"Детский сад ""MadinArai""","ул. Сельская, 108","87758612684, 87758612684",детский сад,madinarai@mail.ru,43.315241,76.9233085,nominatim,,medium,,yes
"Детский сад ""Центр белый лебедь""","ул. Есим хана, 193","87078076605, 87272602851",детский сад,uchkach58@mail.ru,43.3762746,76.9488688,nominatim,,medium,,yes
"Детский сад ""Султанкурган""","ул. Омарова, 23а","87013593329, 87272518210",детский сад,sultankurgan@mail.ru,43.3162366,76.9270787,nominatim,,medium,,yes
"Детский сад ""Солнышко""","ул. Молодежная, 69А","87017131817, 87273984245",детский сад,sunny.madina27@mail.ru,43.373884,76.943609,,0.7567567567567568,low,,yes
"Детский сад ""Дария 23""","ул. Пестковского, 54","87077479210, 87077479210",детский сад,z.konysbaeva@mail.ru,43.275599,76.959712,yandex,0.7777777777777778,low,,yes
"""Детский сад"" на Джангильдина","ул. Жангильдина, 103","87022220632, 87273801341",детский сад,amirserikguljan@mail.ru,43.1993628,76.8665522,nominatim,,medium,,yes
"Детский сад ""Sabi-bala""","мкр. Кокжиек, 50А","87021920717, 87273995583",детский сад,sabila_beybi@mail.ru,43.2346543,76.8996416,,,low,clean_retry,yes
"Детский сад ""Джумагуль""","ул. Омарова, 14/1","87079091121, 87079091121",детский сад,adilya-78@mail.ru,43.3086886,76.9251591,nominatim,,medium,,yes
"Образовательный центр ""Альтаир""","ул. Айтыкова, 14","87477500627, 87273670763",детский сад,altair.sadik@mail.ru,43.2197198,76.8959203,fuzzy,0.7586206896551724,low,,yes
"Детский сад ""Тедди""","ул. Венецианова, 21А","87079059945, 87079059945",детский сад,teddy14@bk.ru,43.270282,76.89728,yandex,0.7878787878787878,low,,yes
"Детский сад ""Умит Ай""","мкр. Кокжиек, 7а","87078378150, 87076127758",детский сад,alimakids@mail.ru,43.356593,76.920366,yandex,0.7428571428571429,low,,yes
"Центр Детского Образования ""Happy Land""","ул. Вольная, 14/15","87772260626, 87273279644",детский сад,h-land12@mail.ru,43.2723395,76.928756,nominatim,,medium,,yes
"Детский сад ""Аиша""","ул. Саялы, 14","87473000687, 87473000687",детский сад,adilya-78@mail.ru,43.303908,76.975397,yandex,0.875,high,,yes
"Детский сад ""Ай-Лау""","ул. Фаворского, 12","87017440858, 87273843626",детский сад,ai.lau@mail.ru,43.287216,76.935233,yandex,0.7647058823529411,low,,yes
"Детский сад ""БӨПЕШІМ""","ул. Парковая, 2","87021920717, 87021920717",детский сад,bopeshim@bk.ru,43.281788,76.956299,yandex,0.7428571428571429,low,,yes
"Центр детского развития ""Имран-Ю""","ул. Омарова, 67А","87074211297, 87273858090",детский сад,maiya_88_86@mail.ru,43.3080008,76.9241889,nominatim,,medium,,yes
Детский сад «Даниал»,"ул. Куратова, 58","87027516977, 87273973971",детский сад,saule_ssar@mail.ru,43.272521,76.963198,yandex,0.8235294117647058,high,,yes
"Детский сад ""Қарлығаш1""","ул. Грушовая, 12а","87029457144, 87029457144",детский сад,ag.vet21@gmail.com,43.181541,76.913853,yandex,0.7567567567567568,low,,yes
Детский сад «Мечта»,"ул. Минина, 24","87016102596, 87016102596",детский сад,diwka055@gmail.com,43.235324,76.924489,yandex,0.7878787878787878,low,,yes
"Детский сад ""Atakent-kids""","ул. Клочкова, 167","87779602803, 87272747017",детский сад,atakent.kids@mail.ru,43.2284897,76.9024037,nominatim,,medium,,yes
"Детский сад ""CLASSIC KINDERGARTEN""","ул. Айманова, 137","87011104020, 87273545103",детский сад,info@bestsad.kz,43.2360599,76.8970322,nominatim,,medium,,yes
"Мини-центр ""Журавушка Baby""","ул. Маркова, 32","87776155454, 87273540448",дошкольный мини-центр,Natanatali_77@mail.ru,43.2302441,76.9309506,nominatim,,medium,,yes
"Детский сад ""KIS""","пр. Аль-Фараби, 118/15","87775343939, 87273565000",детский сад,snurbek@kisnet.org,43.206615,76.922783,yandex,0.8461538461538461,high,,yes
"Мини-центр ""Нұршашар""","мкр. Дарын, 7","87752055557, 87272472699",дошкольный мини-центр,meruert_702@mail.ru,43.1953029,76.8650301,,,low,clean_retry,yes
"Ясли-сад ""Бала Қыран""","ул. Байкенова, 18","87074887311, 87074887311",ясли-сад,Marfuga1973mama@gmail.com,43.1823306,76.9027717,nominatim,,medium,,yes
"Детский сад при ""Тамос Эдьюкейшн Физико-Математическая Школа""","ул. Салыкова, 140/1","87059855570, 87273470150",детский сад,osagandykova@mail.ru,43.1692508,76.910686,nominatim,,medium,,yes
"Детский сад ""Балашым""","ул. Попова, 27","87008877007, 87008877007",детский сад,balashym123@mail.ru,43.224157,76.931038,yandex,0.7428571428571429,low,,yes
"Детский сад ""ST Advisory""","мкр. Орбита-4, 25А","87777569000, 87272547310",детский сад,detsad-solnishko@mail.ru,43.1971622,76.8771184,,,low,clean_retry,yes
Детский сад «Нур Ай Лимитед»,"пр. Гагарина, 141 А","87011438284, 87011438284",детский сад,detsad-nurai@mail.ru,43.2237996,76.8945555,,,low,clean_retry,yes
"Мини-центр ""Тангимо""","ул. Мельникайте, 14/2","87770784535, 87273024301",дошкольный мини-центр,ainura.kim@mail.ru,43.2037854,76.88262,nominatim,,medium,,yes
"Детский сад ""ЛИДЕР""","мкр. Орбита 4, 25б","87772609989, 87272547300",детский сад,leader_school@mail.ru,43.196422,76.877463,yandex,0.7878787878787878,low,,yes
"Детский сад ""Zerdesh baksha""","ул. Жарокова, 356","87013570007, 87272993200",ясли-сад,dszerdesh@mail.ru,43.219227,76.902021,nominatim,,medium,,yes
