name,address,phone,type,email,lat,lon,method,score,confidence,match_method,money
"ГККП ""Ясли-сад №110""","пр. Достык, 107/4","87021050875, 87272647752",ясли-сад,110balabaqsha@almatybilim.kz,43.2229393,76.960717,fuzzy,0.6842105263157895,low,,no
"КГКП ""Ясли-сад № 166""","ул. Каркаралы, 15А","87077739906, 87273828020",ясли-сад,medeo.166@mail.ru,43.2842427,77.0018994,fuzzy,0.6842105263157895,low,,no
"ГККП ""Ясли-сад №109""","ул. Камала Кармысова, 34","87052583189, 87272411486",ясли-сад,109@almatybala.kz,43.2529128,76.9621138,fuzzy,0.6842105263157895,low,,no
"КГКП ""Ясли-сад №131""","ул. Марийская, 3","87074230274, 87272232808",ясли-сад,sad.131@mail.ru,43.318306,76.9375712,fuzzy,0.8571428571428571,high,,no
"КГУ ""Специальный ясли-сад для детей с тяжелыми нарушениями речи № 145""","пр. Сейфуллина, 188 А","87077578797, 87272944485",специальный ясли-сад,kz145sad@mail.ru,43.3256739,76.9189003,fuzzy,0.8823529411764706,high,,no
"КГКП ""Ясли-сад №149""","улица Дегдар, 34","87755050329, 87273828461",ясли-сад,149sad@mail.ru,43.248804,76.891586,fuzzy,0.8235294117647058,high,,no
"КГКП ""Ясли-сад №65""","ул. Шолохова, 51","87776768907, 87272244299",ясли-сад,65balabagsha@almatybilim.kz,43.3388058,76.9398707,fuzzy,0.8484848484848485,high,,no
"КГКП ""Ясли-сад №167""","ул. Кожедуба, 38","87075141965, 87273801252",ясли-сад,merei.yaslisad@mail.ru,43.3081538,76.9636903,fuzzy,0.8571428571428571,high,,no
"КГКП ""Ясли-сад №127""","ул. Дулатова, 33","87078552359, 87272972750",ясли-сад,yaslisad.127@mail.kz,43.3136261,76.9409078,fuzzy,0.8571428571428571,high,,no
"КГУ ""Специальный детский сад №123""","мкр. Алтай 1, 2а","87017397081, 87272512137",специальный детский сад,2322743@mail.ru,43.3431794,76.9864025,,,low,nominatim_clean,no
"КГКП ""Ясли-сад №122""","ул. Успенского, 83","87752905660, 87272945836",ясли-сад,122balabaqsha@almatybilim.kz,43.2562789,76.9084163,fuzzy,0.8235294117647058,high,,no
"КГКП ""Ясли-сад №121""","ул. Хабаровская, 10","87073556585, 87272433685",ясли-сад,121balabaqsha@almatybilim.kz,43.3180189,76.9607611,fuzzy,0.8571428571428571,high,,no
"КГКП ""Ясли-сад №86""","ул. Суюнбая, 465","87072360363, 87272329317",ясли-сад,86sadik@mail.kz,43.2442767,76.9088916,fuzzy,0.8125,high,,no
"КГКП ""Ясли-сад №185""","ул. Майлина, 17А","87024118061, 87273838688",ясли-сад,d.sad185@mail.ru,43.2496809,76.9306027,fuzzy,0.8235294117647058,high,,no
"КГКП ""Ясли-сад № 59""","улица Акмандай, 25","87783842739, 87272327292",ясли-сад,59_sad@mail.ru,43.2136773,76.8501495,fuzzy,0.8235294117647058,high,,no
"КГКП ""Ясли-сад №173""","ул. Сельскохозяйственная, 21","87478046517, 87272232316",ясли-сад,173balabaqsha@almatybilim.kz,43.3179226,76.9414999,nominatim,,medium,,no
"КГКП ""Ясли-сад №73""","ул. Спасская, 42","87011700572, 87272783060",ясли-сад,yaslisad_73@mail.ru,43.3536287,76.9472377,fuzzy,0.8484848484848485,high,,no
"КГКП ""Ясли-сад №15""","ул. Сауранбаев, 24","87473793364, 87273384470",ясли-сад,15_sad@mail.ru,43.3306999,76.9460508,fuzzy,0.8484848484848485,high,,no
"КГУ ""Специальный ясли-сад №70""","ул. Стахановская, 19а","87052038662, 87272234716",специальный ясли-сад,70balabaqsha@almatybilim.kz,43.3208379,76.9513628,fuzzy,0.6363636363636364,low,,no
"КГКП ""Ясли-сад №32""","ул. Магнитная, 4","87752722226, 87272233544",ясли-сад,32balabaqsha@almatybilim.kz,43.2493769,76.897412,fuzzy,0.6486486486486487,low,,no
КГКП «Ясли–сад №180»,"мкр. Алтай-1, 28а","87773462539, 87272513313",ясли-сад,kgkpsad180@mail.ru,43.2496809,76.9306027,fuzzy,0.8235294117647058,high,,no
"КГКП ""Ясли-сад №147""","ул. Баймагамбетова, 215","87759091692, 87273801233",ясли-сад,yaslisad147.kgkp@mail.ru,43.3111796,76.9753552,nominatim,,medium,,no
"КГКП ""Ясли-сад №117""","ул. Монтажная, 3а","87076330571, 87272579450",ясли-сад,117sad117@mail.ru,43.3322481,76.9815446,nominatim,,medium,,no
"КГКП ""Ясли-сад № 187""","мкр. Жас Канат, 129А","87078055559, 87273519962",ясли-сад,187balabaqsha@almatybilim.kz,43.3165154,76.9773195,,,low,nominatim_clean,no
"КГКП ""Ясли-сад №119""","мкр. Алтай-1, 11б","87022341803, 87272515566",ясли-сад,119balabaqsha@almatybilim.kz,43.2136773,76.8501495,fuzzy,0.8,low,,no
"КГКП ""Ясли-сад №118""","ул. Сейфуллина, 187","87752042350, 87272945568",ясли-сад,sad.118@mail.ru,43.3039484,76.9392711,fuzzy,0.8571428571428571,high,,no
"КГКП ""Ясли-сад № 193""","улица Санжара Жандосова, 2в","87055785559, 87272305737",ясли-сад,yaslisad_193@mail.kz,43.2637655,76.936169,fuzzy,0.8235294117647058,high,,no
"КГКП ""Ясли-сад № 194""","ул. Т. Молдагалиева, 61",87005051962,ясли-сад,yaslisad_194@mail.kz,43.1930229,76.8018119,fuzzy,0.8571428571428571,high,,no
"КГКП ""Ясли-сад № 45""","ул. К.Надырова, 118","87021050875, 87273889899",ясли-сад,45yasli-sad@mail.kz,43.1695179,76.849024,fuzzy,0.8484848484848485,high,,no
"КГКП ""Ясли-сад №172""","ул. Смайылова, 192","87019888781, 87273818690",ясли-сад,yaslisad172@mail.kz,43.2361013,76.8916698,fuzzy,0.8235294117647058,high,,no
"КГКП ""Ясли-сад № 184""","мкр. Шугыла, 340/1","87077471872, 87272438348",ясли-сад,184_sad2019@mail.ru,43.2112675,76.7860175,,,low,nominatim_clean,no
"ГККП ""Ясли-сад №96""","ул. Тулебаева, 62","87017471119, 87272737003",ясли-сад,medeo.96@mail.ru,43.2611641,76.948029,nominatim,,medium,,no
"КГКП ""Ясли-сад №112""","ул. Зейна Шашкина, 32а","87006716313, 87272640716",ясли-сад,112@almatybala.kz,43.3431624,76.9862995,fuzzy,0.8,low,,no
"КГКП ""Ясли-сад № 196""","ул. Барибаева, 55","87785447372, 87272911256",ясли-сад,196@almatybala.kz,43.2441772,76.9335654,fuzzy,0.8235294117647058,high,,no
"КГКП ""Ясли-сад №104""","мкр. Айнабулак 4, 186","87012824390, 87272342865",ясли-сад,cadik104@mail.ru,43.3245615,76.913038,,,low,nominatim_clean,no
"КГКП ""Ясли-сад №61""","ул. Азовская, 16","87786054678, 87273843576",ясли-сад,dsad61@inbox.ru,43.297714,76.8612122,fuzzy,0.6486486486486487,low,,no
"КГКП ""Ясли-сад №101""","Айнабулак 2 микрорайон, 44","87778413311, 87272518982",ясли-сад,101sad@mail.ru,43.2418713,76.8976821,fuzzy,0.8235294117647058,high,,no
"КГКП ""Ясли-сад №90""","ул. Мынбаева, 106","87025557150, 87273921266",ясли-сад,90balabaqsha@almatybilim.kz,43.2128651,76.8463727,fuzzy,0.8235294117647058,high,,no
"КГКП ""Ясли-сад №79""","ул. Клочкова, 165","87011515376, 87272741337",ясли-сад,79balabaqsha@almatybilim.kz,43.2295168,76.9021728,fuzzy,0.8484848484848485,high,,no
"КГКП ""Ясли-сад №189""","ул. Сатпаева, 90/64","87023130031, 87273630234",ясли-сад,189@almatybala.kz,43.2496809,76.9306027,fuzzy,0.8235294117647058,high,,no
"КГКП ""Ясли-сад №146""","11-й микрорайон, 36а","87078284690, 87273036389",ясли-сад,Mr.146sad@mail.ru,43.2204156,76.875254,fuzzy,0.8571428571428571,high,,no
"КГКП ""Ясли-сад №34""","мкр. Аксай-5, 22","87782441117, 87273732711",ясли-сад,sadik_34@mail.ru,43.2258379,76.8337206,fuzzy,0.8484848484848485,high,,no
"КГКП ""Ясли-сад №33""","мкр. 3, 42а","87778886888, 87272760050",ясли-сад,33@almatybala.kz,43.2543016,76.8746738,fuzzy,0.8235294117647058,high,,no
"КГКП ""Ясли сад №148""","мкр. Зерделі, 371/2","87089361023, 87272208011",ясли-сад,balabag_148@mail.kz,43.2826584,76.8259053,fuzzy,0.8571428571428571,high,,no
"КГКП ""Ясли-сад №4""","ул. ПАМИРСКАЯ, 6","87785863125, 87273016756",ясли-сад,yasli-sad4@mail.ru,43.2621823,76.8848357,fuzzy,0.8387096774193549,high,,no
"КГКП ""Ясли-сад № 84""","ул. Алдияр, 16/1","87075550885, 87273699001",ясли-сад,84balabagsha@almatybilim.kz,43.247478,76.7996897,fuzzy,0.8484848484848485,high,,no
"КГКП ""Ясли-сад №30""","ул. Панфилова, 49/1","87770550733, 87272713545",ясли-сад,Yaslisad_30@mail.ru,43.259582,76.8859896,fuzzy,0.8235294117647058,high,,no
"КГКП ""Ясли-сад №139""","ул. Макатаева, 99","87776955000, 87272799184",ясли-сад,detsad_yasli139@mail.ru,43.226064,76.8675572,fuzzy,0.8235294117647058,high,,no
"КГКП ""Ясли-сад №18""","ул. Карасай батыр, 82","87029835505, 87272635903",ясли-сад,yaslisad18@mail.ru,43.2496809,76.9306027,fuzzy,0.8484848484848485,high,,no
"ТОО ""Дошкольный учебно-воспитательный центр ""Балбобек""","ул. Брусиловского, 17","87012066469, 87273741624",ясли-сад,balbobek05@mail.ru,43.2523088,76.8748903,nominatim,,medium,,no
